Time,si,mg
731582.079861111,NaN,NaN
731582.080555556,4.85,1.23
731582.166666667,NaN,NaN
731582.167361111,4.63,1.21
731582.25,4.16,1.23
731582.250694444,4.26,1.3
731582.333333333,NaN,NaN
731582.334027778,3.69,1.31
731582.416666667,NaN,NaN
731582.417361111,3.02,1.25
731582.5,2.65,1.17
731582.500694444,2.58,1.2
731582.583333333,NaN,NaN
731582.584027778,3.06,1.41
731582.666666667,NaN,NaN
731582.667361111,3.36,1.48
731582.75,3.37,1.42
731582.750694444,3.35,1.45
731582.833333333,NaN,NaN
731582.834027778,2.92,1.45
731582.916666667,NaN,NaN
731582.917361111,2.86,1.46
731583,2.72,1.38
731583.000694444,2.67,1.45
731583.083333333,NaN,NaN
731583.084027778,2.57,1.39
731583.166666667,NaN,NaN
731583.167361111,2.51,1.41
731583.25,2.48,1.38
731583.250694444,2.49,1.44
731583.333333333,NaN,NaN
731583.334027778,2.35,1.35
731583.416666667,2.35,1.22
731583.417361111,2.31,1.3
731583.5,2.57,1.34
731583.500694444,2.31,1.23
731583.583333333,NaN,NaN
731583.584027778,1.89,1.09
731583.666666667,NaN,NaN
731583.667361111,2.76,1.38
731583.75,2.95,1.43
731583.750694444,2.95,1.49
731583.833333333,NaN,NaN
731583.834027778,2.95,1.52
731583.916666667,NaN,NaN
731583.917361111,NaN,NaN
731584,2.44,1.3
731584.000694444,2.38,1.3
731584.083333333,NaN,NaN
731584.084027778,2.34,1.26
731584.166666667,NaN,NaN
731584.167361111,2.28,1.18
731584.25,3.89,1.57
731584.250694444,3.92,1.64
731584.333333333,NaN,NaN
731584.334027778,4.2,1.63
731584.416666667,NaN,NaN
731584.417361111,4.15,1.57
731584.5,3.73,1.4
731584.500694444,3.74,1.41
731584.583333333,NaN,NaN
731584.584027778,3.73,1.44
731584.666666667,NaN,NaN
731584.667361111,4.7,1.63
731584.75,4.22,1.44
731584.750694444,4.6,1.5
731584.833333333,NaN,NaN
731584.834027778,3.44,1.21
731584.916666667,NaN,NaN
731584.917361111,3.59,1.3
731585,3.97,1.4
731585.000694444,3.86,1.35
731585.083333333,NaN,NaN
731585.084027778,3.84,1.39
731585.166666667,NaN,NaN
731585.167361111,3.86,1.41
731585.25,3.78,1.31
731585.250694444,3.91,1.39
731585.333333333,NaN,NaN
731585.334027778,3.94,1.47
731585.416666667,NaN,NaN
731585.417361111,3.05,1.18
731585.5,2.45,0.98
731585.500694444,2.39,0.49
731585.583333333,NaN,NaN
731585.584027778,2.77,1.12
731586.083333333,NaN,NaN
731586.084027778,4.13,1.43
731586.166666667,NaN,NaN
731586.167361111,4.53,1.51
731586.25,4.44,1.59
731586.250694444,4.29,1.53
731586.333333333,NaN,NaN
731586.334027778,4.25,1.47
731586.416666667,NaN,NaN
731586.417361111,3.99,1.37
731586.5,4.29,1.48
731586.500694444,4.28,1.51
731586.583333333,NaN,NaN
731586.584027778,4.25,1.52
731586.666666667,NaN,NaN
731586.667361111,4.17,1.49
731586.75,3.64,1.29
731586.750694444,NaN,NaN
731586.751388889,3.52,1.27
731586.833333333,NaN,NaN
731586.834027778,3.58,1.29
731586.916666667,3.16,1.16
731586.917361111,3.12,1.16
731587,3.83,1.33
731587.000694444,3.78,1.27
731587.083333333,NaN,NaN
731587.084027778,5.04,1.65
731587.166666667,NaN,NaN
731587.167361111,4.13,1.43
731587.25,NaN,NaN
731587.250694444,4.09,1.48
731587.333333333,NaN,NaN
731587.334027778,4.19,1.6
731587.416666667,NaN,NaN
731587.417361111,3.09,1.3
731587.5,NaN,NaN
731587.500694444,3.95,1.48
731587.583333333,NaN,NaN
731587.584027778,5.07,1.38
731587.666666667,NaN,NaN
731587.667361111,5.3,1.29
731587.75,5.29,1.46
731587.750694444,5.33,1.43
731587.833333333,NaN,NaN
731587.834027778,4.89,1.35
731587.916666667,NaN,NaN
731587.917361111,4.89,1.41
731588,4.78,1.35
731588.000694444,4.79,1.32
731588.083333333,NaN,NaN
731588.084027778,4.89,1.34
731588.166666667,NaN,NaN
731588.167361111,4.66,1.38
731588.25,4.51,1.37
731588.250694444,4.6,1.38
731588.333333333,NaN,NaN
731588.334027778,4.7,1.46
731588.416666667,NaN,NaN
731588.417361111,4.96,1.42
731588.5,4.58,1.38
731588.500694444,5.52,1.49
731588.583333333,NaN,NaN
731588.584027778,5.06,1.44
731588.75,4.44,1.35
731588.750694444,4.5,1.37
731588.833333333,NaN,NaN
731588.834027778,3.96,1.36
731588.916666667,NaN,NaN
731588.917361111,3.81,1.37
731589,4.07,1.34
731589.000694444,4.28,1.39
731589.083333333,NaN,NaN
731589.084027778,4.9,1.5
731589.166666667,NaN,NaN
731589.167361111,4.63,1.42
731589.25,3.98,1.33
731589.250694444,3.98,1.31
731589.319444445,NaN,NaN
731589.320138889,NaN,NaN
731589.334027778,NaN,NaN
731589.334722222,4.4,1.51
731589.416666667,NaN,NaN
731589.417361111,4.26,1.52
731589.5,4.13,1.46
731589.500694444,4.61,1.64
731589.583333333,NaN,NaN
731589.584027778,4.19,1.53
731589.666666667,NaN,NaN
731589.667361111,4.41,1.62
731589.75,4.4,1.49
731589.750694444,4.33,1.5
731589.833333333,NaN,NaN
731589.834027778,4.22,1.45
731589.916666667,NaN,NaN
731589.917361111,5.15,1.23
731590,6.38,1.06
731590.000694444,6.58,1.06
731590.083333333,NaN,NaN
731590.084027778,7.02,1.11
731590.166666667,NaN,NaN
731590.167361111,6,1.24
731590.25,4.55,1.27
731590.250694444,4.69,1.29
731590.333333333,NaN,NaN
731590.334027778,4.31,1.43
731590.416666667,NaN,NaN
731590.417361111,4.48,1.46
731590.5,3.96,1.54
731590.500694444,3.87,1.47
731590.583333333,NaN,NaN
731590.584027778,3.71,1.43
731590.666666667,NaN,NaN
731590.667361111,3.73,1.46
731590.75,3.6,1.34
731590.750694444,3.66,1.35
731590.829861111,NaN,NaN
731590.830555556,3.82,1.39
731590.916666667,NaN,NaN
731590.917361111,3.99,1.48
731591,3.71,1.48
731591.000694444,3.89,1.49
731591.083333333,NaN,NaN
731591.084027778,3.34,1.42
731591.166666667,NaN,NaN
731591.167361111,NaN,NaN
731591.168055556,3.5,1.55
731591.333333333,NaN,NaN
731591.334027778,3.36,1.52
731591.416666667,NaN,NaN
731591.417361111,2.96,1.49
731591.5,3.43,1.54
731591.500694444,3.7,1.59
731591.583333333,NaN,NaN
731591.584027778,3.1,1.61
731591.666666667,NaN,NaN
731591.667361111,3.66,1.78
731591.819444445,NaN,NaN
731591.832638889,3.88,1.86
731591.916666667,NaN,NaN
731591.917361111,3.92,1.87
731592,3,1.42
731592.000694444,3.61,1.74
731592.079861111,NaN,NaN
731592.080555556,3.45,1.68
731592.166666667,NaN,NaN
731592.167361111,3.37,1.72
731592.239583333,2.8,1.46
731592.240277778,3.28,1.73
731592.333333333,NaN,NaN
731592.334027778,2.75,1.57
731592.416666667,NaN,NaN
731592.417361111,2.28,1.3
731592.5,2.4,1.37
731592.500694444,2.7,1.47
731592.583333333,NaN,NaN
731592.584027778,2.9,1.78
731592.666666667,NaN,NaN
731592.667361111,5.37,1.8
731592.75,5.14,1.61
731592.750694444,5.05,1.58
731592.833333333,NaN,NaN
731592.834027778,4.51,1.54
731592.916666667,NaN,NaN
731592.917361111,3.5,1.24
731593,4.01,1.5
731593.000694444,3.98,1.47
731593.083333333,NaN,NaN
731593.084027778,4.05,1.51
731593.166666667,NaN,NaN
731593.167361111,3.82,1.46
731593.25,3.77,1.41
731593.250694444,3.75,1.38
731593.333333333,NaN,NaN
731593.334027778,3.89,1.47
731593.416666667,NaN,NaN
731593.417361111,3.73,1.33
731593.5,3.7,1.37
731593.500694444,3.64,1.34
731593.583333333,NaN,NaN
731593.584027778,3.38,1.43
731593.666666667,NaN,NaN
731593.667361111,4.15,1.45
731593.75,4.12,1.5
731593.750694444,4.1,1.43
731593.833333333,NaN,NaN
731593.834027778,4.12,1.52
731593.916666667,NaN,NaN
731593.917361111,4.11,1.48
731594,4.01,1.5
731594.000694444,3.67,1.4
731594.083333333,NaN,NaN
731594.084027778,3.94,1.42
731594.166666667,NaN,NaN
731594.167361111,4.04,1.42
731594.25,3.78,1.4
731594.250694444,3.87,1.49
731594.333333333,NaN,NaN
731594.334027778,4,1.4
731594.416666667,NaN,NaN
731594.417361111,4.09,1.41
731594.5,3.96,1.37
731594.500694444,3.95,1.4
731594.583333333,NaN,NaN
731594.584027778,4.22,1.48
731594.666666667,NaN,NaN
731594.667361111,4.18,1.48
731594.75,4.22,1.56
731594.750694444,4.36,1.62
731594.833333333,NaN,NaN
731594.834027778,4.06,1.53
731594.916666667,NaN,NaN
731594.917361111,3.8,1.86
731595,3.6,1.5
731595.000694444,3.57,1.44
731595.083333333,NaN,NaN
731595.084027778,3.28,1.51
731595.166666667,3.73,1.59
731595.167361111,3.54,1.54
731595.25,3.48,1.5
731595.250694444,3.3,1.54
731595.333333333,NaN,NaN
731595.334027778,2.23,1.71
731595.416666667,NaN,NaN
731595.417361111,1.66,1.52
731595.5,1.55,1.26
731595.500694444,1.33,1.27
731595.583333333,NaN,NaN
731595.584027778,2.02,1.59
731595.666666667,NaN,NaN
731595.667361111,3.03,1.74
731595.75,3.67,1.61
731595.750694444,3.63,1.6
731595.833333333,NaN,NaN
731595.834027778,3.62,1.5
731595.916666667,NaN,NaN
731595.917361111,3.67,1.48
731596,3.86,1.52
731596.000694444,3.89,1.53
731596.083333333,NaN,NaN
731596.084027778,3.87,1.53
731596.166666667,NaN,NaN
731596.167361111,4.2,1.57
731596.25,3.95,1.56
731596.250694444,3.87,1.55
731596.334027778,NaN,NaN
731596.334722222,3.74,1.48
731596.416666667,NaN,NaN
731596.417361111,3.52,1.45
731596.5,3.65,1.41
731596.500694444,3.53,1.32
731596.583333333,NaN,NaN
731596.584027778,3.66,1.39
731596.666666667,NaN,NaN
731596.667361111,4.02,1.47
731596.75,4.02,1.51
731596.750694444,3.94,1.46
731596.833333333,NaN,NaN
731596.834027778,4.23,1.43
731598.083333333,NaN,NaN
731598.084027778,3.55,1.24
731598.166666667,NaN,NaN
731598.167361111,3.61,1.2
731598.5,3.24,1.25
731598.500694444,3.08,1.17
731598.583333333,NaN,NaN
731598.584027778,3.59,1.25
731598.666666667,NaN,NaN
731598.667361111,3.39,1.31
731598.743055556,3.26,1.22
731598.74375,3.09,1.23
731598.833333333,NaN,NaN
731598.834027778,3.66,1.25
731598.916666667,NaN,NaN
731598.917361111,3.71,1.24
731599,4.28,1.38
731599.000694444,4.17,1.38
731599.083333333,NaN,NaN
731599.084027778,4.53,1.42
731599.166666667,NaN,NaN
731599.167361111,4.77,1.44
731599.25,4.44,1.4
731599.250694444,4.42,1.38
731599.333333333,NaN,NaN
731599.334027778,3.14,1.02
731599.416666667,NaN,NaN
731599.417361111,3.94,1.32
731599.583333333,NaN,NaN
731599.584027778,3.58,1.21
731599.666666667,NaN,NaN
731599.667361111,4.11,1.33
731599.75,4.33,1.45
731599.750694444,4.36,1.42
731599.833333333,NaN,NaN
731599.834027778,4.18,1.36
731599.916666667,NaN,NaN
731599.917361111,4.15,1.45
731600,4.24,1.48
731600.000694444,4.29,1.38
731600.083333333,NaN,NaN
731600.084027778,4.46,1.45
731600.166666667,NaN,NaN
731600.167361111,4.58,1.49
731600.25,4.39,1.44
731600.250694444,4.39,1.41
731600.333333333,NaN,NaN
731600.334027778,4.48,1.47
731600.447916667,NaN,NaN
731600.448611111,4.53,1.45
731600.5,4.05,1.34
731600.500694444,4.12,1.36
731600.583333333,NaN,NaN
731600.584027778,4.39,1.36
731600.666666667,NaN,NaN
731600.667361111,4.28,1.29
731600.760416667,NaN,NaN
731600.761111111,4.5,1.43
731600.833333333,NaN,NaN
731600.834027778,4.88,1.34
731600.916666667,NaN,NaN
731600.917361111,5.39,1.32
731601,5.31,1.4
731601.000694444,5.41,1.36
731601.083333333,NaN,NaN
731601.084027778,5,1.38
731601.166666667,NaN,NaN
731601.167361111,4.57,1.39
731601.25,4.68,1.43
731601.250694444,4.57,1.42
731601.333333333,NaN,NaN
731601.334027778,4.79,1.35
731601.416666667,NaN,NaN
731601.417361111,4.66,1.41
731601.5,3.88,1.1
731601.500694444,3.92,1.13
731601.583333333,NaN,NaN
731601.584027778,3.93,1.16
731601.666666667,NaN,NaN
731601.667361111,5.06,1.45
731601.75,5.22,1.47
731601.750694444,5.25,1.45
731601.833333333,NaN,NaN
731601.834027778,5.33,1.48
731601.916666667,NaN,NaN
731601.917361111,5.4,1.53
731602,5.26,1.46
731602.000694444,5.23,1.44
731602.083333333,NaN,NaN
731602.084027778,5.13,1.52
731602.184027778,NaN,NaN
731602.184722222,5.36,1.51
731602.25,5.21,1.46
731602.250694444,5.24,1.43
731602.333333333,NaN,NaN
731602.334027778,4.93,1.43
731602.416666667,NaN,NaN
731602.417361111,3.83,1.17
731602.5,4.2,1.32
731602.500694444,4.18,1.31
731602.583333333,NaN,NaN
731602.584027778,3.47,1.1
731602.666666667,NaN,NaN
731602.667361111,4.05,1.29
731602.75,4.42,1.32
731602.750694444,4.41,1.34
731602.84375,NaN,NaN
731602.844444444,NaN,NaN
731603.083333333,NaN,NaN
731603.084027778,4.26,1.24
731603.166666667,NaN,NaN
731603.167361111,4.41,1.34
731603.25,4.7,1.45
731603.250694444,4.66,1.43
731603.333333333,NaN,NaN
731603.334027778,4.86,1.64
731603.416666667,NaN,NaN
731603.417361111,4.51,1.46
731603.5,4.12,1.3
731603.500694444,4.06,1.26
731603.666666667,NaN,NaN
731603.667361111,2.95,0.99
731603.75,4.19,1.36
731603.750694444,4.14,1.34
731603.833333333,NaN,NaN
731603.834027778,3.95,1.32
731604.083333333,NaN,NaN
731604.084027778,3.34,1.15
731604.166666667,NaN,NaN
731604.167361111,NaN,NaN
731604.25,3.71,1.24
731604.250694444,3.58,1.2
731604.333333333,NaN,NaN
731604.334027778,3.75,1.25
731604.416666667,NaN,NaN
731604.417361111,3.72,1.22
731604.5,3.6,1.25
731604.500694444,3.46,1.16
731604.583333333,NaN,NaN
731604.584027778,NaN,NaN
731604.666666667,NaN,NaN
731604.667361111,3.69,1.21
731604.75,4.43,1.48
731604.750694444,4.41,1.44
731604.833333333,NaN,NaN
731604.834027778,4.52,1.46
731604.916666667,NaN,NaN
731604.917361111,4.46,1.5
731605,4.41,1.56
731605.000694444,4.32,1.55
731605.083333333,NaN,NaN
731605.084027778,4.28,1.45
731605.166666667,NaN,NaN
731605.167361111,4.51,1.49
731605.25,4.36,1.44
731605.250694444,4.3,1.41
731605.333333333,NaN,NaN
731605.334027778,4.05,1.34
731605.416666667,NaN,NaN
731605.417361111,3.71,1.27
731605.5,4.28,1.49
731605.500694444,4.22,1.44
731605.583333333,NaN,NaN
731605.584027778,3.89,1.39
731605.666666667,NaN,NaN
731605.667361111,4.02,1.43
731605.75,4.22,1.46
731605.750694444,4.11,1.35
731605.833333333,NaN,NaN
731605.834027778,4.02,1.39
731605.916666667,NaN,NaN
731605.917361111,4.2,1.39
731606,6.89,0.12
731606.000694444,3.92,1.34
731606.083333333,NaN,NaN
731606.084027778,4.14,1.36
731606.166666667,NaN,NaN
731606.167361111,5.15,1.48
731606.25,NaN,NaN
731606.250694444,5.15,1.28
731606.333333333,NaN,NaN
731606.334027778,3.94,1.17
731606.416666667,NaN,NaN
731606.417361111,4.35,1.23
731606.666666667,NaN,NaN
731606.667361111,3.94,1.13
731606.75,NaN,NaN
731606.750694444,4.86,1.3
731606.833333333,NaN,NaN
731606.834027778,4.99,1.26
731606.916666667,NaN,NaN
731606.917361111,4.39,1.17
731607,4.6,1.36
731607.000694444,4.48,1.21
731607.083333333,NaN,NaN
731607.084027778,4.27,1.23
731607.166666667,NaN,NaN
731607.167361111,4.6,1.3
731607.25,4.69,1.38
731607.250694444,4.58,1.28
731607.333333333,NaN,NaN
731607.334027778,4.68,1.27
731607.416666667,NaN,NaN
731607.417361111,4.95,1.33
731607.5,4.82,1.29
731607.500694444,4.84,1.22
731607.583333333,NaN,NaN
731607.584027778,3.72,1.04
731607.666666667,NaN,NaN
731607.667361111,3.83,1.17
731607.75,3.85,1.25
731607.750694444,3.72,1.11
731607.833333333,NaN,NaN
731607.834027778,3.35,1.06
731607.916666667,NaN,NaN
731607.917361111,3.76,1.13
731608,3.38,1.07
731608.000694444,3.32,1.01
731608.083333333,NaN,NaN
731608.084027778,3.03,0.94
731608.166666667,NaN,NaN
731608.167361111,4.77,1.4
731608.25,4.73,1.4
731608.250694444,4.73,1.36
731608.333333333,NaN,NaN
731608.334027778,5.03,1.34
731608.416666667,NaN,NaN
731608.417361111,4.74,1.32
731608.541666667,NaN,NaN
731608.542361111,4.81,1.28
731608.583333333,NaN,NaN
731608.584027778,4.49,1.27
731608.666666667,NaN,NaN
731608.667361111,4.44,1.19
731608.75,4.57,1.3
731608.750694444,4.48,1.26
731608.833333333,NaN,NaN
731608.834027778,4.41,1.2
731608.916666667,NaN,NaN
731608.917361111,5.35,1.22
731609,5.73,1.32
731609.000694444,5.74,1.28
731609.083333333,NaN,NaN
731609.084027778,5.44,1.26
731609.166666667,NaN,NaN
731609.167361111,5.58,1.28
731609.25,5.88,1.45
731609.250694444,5.95,1.43
731609.333333333,NaN,NaN
731609.334027778,5.18,1.28
731609.416666667,NaN,NaN
731609.417361111,4.7,1.22
731609.5,4.98,1.31
731609.500694444,4.73,1.2
731609.583333333,NaN,NaN
731609.584027778,4.98,1.25
731609.666666667,NaN,NaN
731609.667361111,4.78,1.27
731609.75,4.94,1.34
731609.750694444,4.9,1.21
731609.833333333,NaN,NaN
731609.834027778,4.95,1.29
731609.916666667,NaN,NaN
731609.917361111,5.01,1.24
731610,5.1,1.34
731610.000694444,5.16,1.29
731610.25,6.01,1.72
731610.250694444,5.82,1.54
731610.333333333,NaN,NaN
731610.334027778,5.42,1.36
731610.416666667,NaN,NaN
731610.417361111,4.94,1.24
731610.5,4.4,1.22
731610.500694444,4.29,1.16
731610.583333333,NaN,NaN
731610.584027778,4.39,1.21
731610.666666667,NaN,NaN
731610.667361111,4.66,1.18
731610.75,4.93,1.32
731610.750694444,4.86,1.23
731610.833333333,NaN,NaN
731610.834027778,4.77,1.21
731610.916666667,NaN,NaN
731610.917361111,5.22,1.32
731611,5.34,1.38
731611.000694444,5.1,1.28
731611.076388889,NaN,NaN
731611.077083333,5.16,1.28
731611.166666667,NaN,NaN
731611.167361111,4.23,1.22
731611.204861111,NaN,NaN
731611.205555556,NaN,NaN
731611.25,4.2,1.35
731611.250694444,4.09,1.29
731611.333333333,NaN,NaN
731611.334027778,3.94,1.27
731611.416666667,NaN,NaN
731611.417361111,3.79,1.22
731611.5,3.67,1.25
731611.500694444,3.47,1.2
731611.583333333,NaN,NaN
731611.584027778,3.36,1.2
731611.666666667,NaN,NaN
731611.667361111,3.47,1.18
731611.75,3.71,1.28
731611.750694444,3.43,1.15
731611.833333333,NaN,NaN
731611.834027778,3.6,1.12
731611.916666667,NaN,NaN
731611.917361111,3.94,1.23
731612,3.88,1.26
731612.000694444,3.77,1.22
731612.083333333,NaN,NaN
731612.084027778,3.73,1.21
731612.166666667,NaN,NaN
731612.167361111,4.2,1.29
731612.25,4.06,1.31
731612.250694444,3.99,1.22
731612.333333333,NaN,NaN
731612.334027778,3.9,1.21
731612.416666667,NaN,NaN
731612.417361111,3.87,1.24
731612.5,2.94,1.02
731612.500694444,2.92,1.01
731612.666666667,NaN,NaN
731612.667361111,2.82,1.06
731612.75,3.11,1.08
731612.750694444,3.04,1.07
731612.833333333,NaN,NaN
731612.834027778,3.73,1.26
731612.916666667,NaN,NaN
731612.917361111,NaN,NaN
731613,3.63,1.26
731613.000694444,3.55,1.21
731613.083333333,NaN,NaN
731613.084027778,3.74,1.25
731613.166666667,NaN,NaN
731613.167361111,3.65,1.19
731613.25,4.17,1.34
731613.250694444,3.99,1.28
731613.333333333,NaN,NaN
731613.334027778,4,1.28
731613.416666667,NaN,NaN
731613.417361111,3.58,1.2
731613.5,3.81,1.32
731613.500694444,3.59,1.21
731613.583333333,NaN,NaN
731613.584027778,3.71,1.21
731613.75,NaN,NaN
731613.750694444,2.78,0.94
731613.833333333,NaN,NaN
731613.834027778,3.79,1.22
731613.916666667,NaN,NaN
731613.917361111,3.75,1.19
731614,3.98,1.23
731614.000694444,3.83,1.21
731614.083333333,NaN,NaN
731614.084027778,NaN,NaN
731614.145833333,NaN,NaN
731614.146527778,3.87,1.18
731614.177083333,NaN,NaN
731614.177777778,3.92,1.13
731614.25,4.65,1.28
731614.250694444,4.57,1.27
731614.333333333,NaN,NaN
731614.334027778,4.2,1.17
731614.416666667,NaN,NaN
731614.417361111,3.91,1.18
731614.5,3.83,1.26
731614.500694444,3.68,1.17
731614.583333333,NaN,NaN
731614.584027778,3.43,1.15
731614.666666667,NaN,NaN
731614.667361111,3.06,1.1
731614.75,NaN,NaN
731614.750694444,3.72,1.22
731614.833333333,NaN,NaN
731614.834027778,3.78,1.27
731614.916666667,NaN,NaN
731614.917361111,3.57,1.24
731615,3.46,1.25
731615.000694444,3.3,1.17
731615.083333333,NaN,NaN
731615.084027778,3.51,1.18
731615.166666667,NaN,NaN
731615.167361111,3.5,1.23
731615.25,NaN,NaN
731615.250694444,3.4,1.22
731615.333333333,NaN,NaN
731615.334027778,3.05,1.17
731615.416666667,NaN,NaN
731615.417361111,3.14,1.13
731615.5,3.96,1.35
731615.500694444,3.8,1.29
731615.583333333,NaN,NaN
731615.584027778,3.63,1.23
731615.666666667,NaN,NaN
731615.667361111,3.58,1.24
731615.75,3.79,1.36
731615.750694444,3.63,1.28
731615.833333333,NaN,NaN
731615.834027778,3.64,1.25
731615.916666667,NaN,NaN
731615.917361111,3.54,1.23
731616,3.7,1.28
731616.000694444,3.58,1.17
731616.083333333,NaN,NaN
731616.084027778,2.98,1.08
731616.166666667,NaN,NaN
731616.167361111,3.05,1.2
731616.25,2.92,1.22
731616.250694444,2.76,1.16
731616.333333333,NaN,NaN
731616.334027778,2.78,1.18
731616.416666667,NaN,NaN
731616.417361111,2.87,1.23
731616.5,3.3,1.37
731616.500694444,3.17,1.26
731616.583333333,NaN,NaN
731616.584027778,3.18,1.33
731616.666666667,NaN,NaN
731616.667361111,3,1.32
731616.75,2.86,1.32
731616.750694444,2.72,1.29
731616.833333333,NaN,NaN
731616.834027778,2.36,1.12
731616.916666667,NaN,NaN
731616.917361111,2.71,1.29
731617,3.07,1.46
731617.000694444,2.91,1.42
731617.083333333,NaN,NaN
731617.084027778,2.77,1.39
731617.166666667,NaN,NaN
731617.167361111,2.79,1.39
731617.25,2.99,1.44
731617.250694444,2.86,1.38
731617.333333333,NaN,NaN
731617.334027778,2.81,1.35
731617.416666667,NaN,NaN
731617.417361111,2.79,1.35
731617.75,2.67,1.28
731617.750694444,2.62,1.28
731617.833333333,NaN,NaN
731617.834027778,2.92,1.48
731617.916666667,NaN,NaN
731617.917361111,2.65,1.48
731618,2.82,1.49
731618.000694444,2.71,1.46
731618.083333333,NaN,NaN
731618.084027778,2.83,1.42
731618.166666667,NaN,NaN
731618.167361111,3,1.46
731618.25,3.27,1.48
731618.250694444,3.17,1.47
731620.25,3.91,1.44
731620.250694444,3.82,1.4
731620.333333333,NaN,NaN
731620.334027778,5.01,1.36
731620.416666667,NaN,NaN
731620.417361111,4.71,1.32
731620.75,3.91,1.32
731620.750694444,3.76,1.3
731620.833333333,NaN,NaN
731620.834027778,3.68,1.3
731620.916666667,NaN,NaN
731620.917361111,3.74,1.6
731621,3.39,1.47
731621.000694444,3.2,1.4
731621.083333333,NaN,NaN
731621.084027778,4.01,1.38
731621.166666667,NaN,NaN
731621.167361111,5.03,1.51
731621.25,3.83,1.19
731621.250694444,3.7,1.09
731621.333333333,NaN,NaN
731621.334027778,3.94,1.13
731621.416666667,NaN,NaN
731621.417361111,4.02,1.14
731621.5,4.82,1.35
731621.500694444,4.72,1.25
731621.583333333,NaN,NaN
731621.584027778,4.26,1.2
731621.666666667,NaN,NaN
731621.667361111,3.87,1.27
731621.75,3.5,1.37
731621.750694444,3.36,1.32
731621.833333333,NaN,NaN
731621.834027778,2.75,1.24
731621.916666667,NaN,NaN
731621.917361111,2.73,1.25
731622,3.01,1.41
731622.000694444,2.8,1.35
731622.083333333,NaN,NaN
731622.084027778,2.71,1.26
731622.166666667,NaN,NaN
731622.167361111,2.65,1.14
731622.25,3.48,1.3
731622.250694444,3.43,1.2
731622.333333333,NaN,NaN
731622.334027778,3.42,1.28
